paper_id,title,authors,year,venue,doi,url,pdf_url,source_database,abstract,keywords,citation_count,open_access_status,domain,task_type,models_mentioned,datasets_mentioned,metrics_mentioned,relevance_score,screening_status,exclusion_reason
PC628139497,Improving Vietnamese Legal Document Retrieval using Synthetic Data,"Son Pham Tien; Hieu Nguyen Doan; A. D’Aì; Viet, Sang Dinh",2024,arXiv (Cornell University),10.48550/arxiv.2412.00657,https://openreview.net/forum?id=L4IUJcFoJ3,http://arxiv.org/pdf/2412.00657v1,OpenAlex; OpenReview; arXiv,"In the field of legal information retrieval, effective embedding-based models are essential for accurate question-answering systems. However, the scarcity of large annotated datasets poses a significant challenge, particularly for Vietnamese legal texts. To address this issue, we propose a novel approach that leverages large language models to generate high-quality, diverse synthetic queries for Vietnamese legal passages. This synthetic data is then used to pre-train retrieval models, specifically bi-encoder and ColBERT, which are further fine-tuned using contrastive loss with mined hard negatives. Our experiments demonstrate that these enhancements lead to strong improvement in retrieval accuracy, validating the effectiveness of synthetic data and pre-training techniques in overcoming the limitations posed by the lack of large labeled datasets in the Vietnamese legal domain.",,1,open,legal,retrieval; embedding,,,Accuracy,,unscreened,
P1524A538A6,Image–Text Cross-Modal Retrieval with Instance Contrastive Embedding,Ruigeng Zeng; Wentao Ma; Xiaoqian Wu; Wei Liu; Jie Liu,2024,Electronics,10.3390/electronics13020300,https://doi.org/10.3390/electronics13020300,,Crossref,"Image–text cross-modal retrieval aims to bridge the semantic gap between different modalities, allowing for the search of images based on textual descriptions or vice versa. Existing efforts in this field concentrate on coarse-grained feature representation and then utilize pairwise ranking loss to pull image–text positive pairs closer, pushing negative ones apart. However, using pairwise ranking loss directly on coarse-grained representation lacks reliability as it disregards fine-grained information, posing a challenge in narrowing the semantic gap between image and text. To this end, we propose an Instance Contrastive Embedding (IConE) method for image–text cross-modal retrieval. Specifically, we first transfer the multi-modal pre-training model to the cross-modal retrieval task to leverage the interactive information between image and text, thereby enhancing the model’s representational capabilities. Then, to comprehensively consider the feature distribution of intra- and inter-modality, we design a novel two-stage training strategy that combines instance loss and contrastive loss, dedicated to extracting fine-grained representation within instances and bridging the semantic gap between modalities. Extensive experiments on two public benchmark datasets, Flickr30k and MS-COCO, demonstrate that our IConE outperforms several state-of-the-art (SoTA) baseline methods and achieves competitive performance.",,7,unknown,general,retrieval; embedding; benchmark,,,,,unscreened,
P70F1CE3933,IMPROVING PERFORMANCE OF VIETNAMESE SPEAKER RECOGNITION USING TRANSFER LEARNING AND ENSEMBLE EMBEDDING,; Tan Hoang Ho,2024,Journal of Science and Technique,10.56651/lqdtu.jst.v13.n02.926.ict,https://doi.org/10.56651/lqdtu.jst.v13.n02.926.ict,,Crossref,"Speaker recognition technology is crucial for identifying or verifying individuals based on their unique vocal characteristics, such as pitch, tone, and speaking style. This technology is widely used to enhance security, improve customer service, support law enforcement, and personalize interactions with smart devices. In recent years, thanks to the application of deep learning techniques, speaker recognition has made significant progress. However, Vietnamese speaker recognition still faces many challenges. This paper proposes new strategies that combine transfer learning and ensemble learning to improve the accuracy of Vietnamese speaker recognition. Experimental results on Vietnamese datasets show significant improvements in recognition accuracy. These findings highlight the potential of tailored approaches to advance speaker recognition technology for Vietnamese speakers and expand its applications in this field.",,0,unknown,legal,embedding,,,Accuracy,,unscreened,
P08FD9B70B8,Extended Producer Responsibility – Building The Legal Framework in Vietnamese Law on Environmental Protection From International Experience,Nguyen Thi Nhu Quynh; Vu Van Ngoc,2024,Vietnamese Journal of Legal Sciences,10.2478/vjls-2024-0018,https://doi.org/10.2478/vjls-2024-0018,,Crossref,"Abstract This paper analyses the extended responsibilities of producers (EPR) in Vietnam from a legal perspective. It uses a normative legal methodology to systemise the existing laws and regulations addressing the EPR system since 2005. The results show that EPR provisions in the new Vietnam Law on Environmental Protection 2020 require producers and importers of particular products and packaging to take responsibility for their products after use. Policy instruments in Vietnamese legislation are popular and applied in other countries worldwide. Therefore, implementing these laws in Vietnam will also face similar legal challenges as those commonly found in other developed and developing countries.",,1,unknown,legal,,,,,,unscreened,
P7340A11077,Enhancing retrieval performance of embedding models via fine-tuning on synthetic data in RAG chatbot for Vietnamese military science domain,Nguyen Xuan Bac; Luu Van Sang; Nguyen Duc Vuong; Luong Quoc Le; Dang Duc Thinh,2024,Journal of Military Science and Technology,10.54939/1859-1043.j.mst.99.2024.109-118,https://www.semanticscholar.org/paper/b6a415aee38ae09729a2ee814081132be0f88758,,Crossref; OpenAlex; Semantic Scholar,"Retrieval-Augmented Generation (RAG) is a technology that combines information retrieval with large language models, enabling chatbots to provide accurate answers by querying relevant documents from a data repository before generating responses. While RAG chatbot has demonstrated effectiveness in many applications, there are still limitations in specialized Vietnamese data domains, particularly in the military science field. To address this challenge, this paper proposes a framework for fine-tuning embedding models using synthetic datasets generated by ChatGPT to enhance retrieval performance in a Q&A application focused on the history of the Institute of Information Technology (IoIT). Our approach evaluates 11 popular embedding models and shows a significant average improvement of 18.15% in the MAP@K metric. The resulting IoIT history Q&A chatbot, developed with fine-tuned embedding models and the Vietnamese language model Vistral-7B, outperforms chatbots utilizing OpenAI's embedding models and ChatGPT. These findings highlight the potential of RAG chatbot technology for advancing information retrieval applications in specialized fields like military science.",,1,unknown,history,retrieval; embedding; RAG; benchmark,,,MAP,,unscreened,
PBD0F79BCB6,Enhancing ColBERT: A Method for Reducing Space Complexity and Accelerating Retrieval Speed,Hai Nguyen; H. Le,2024,"Pacific Asia Conference on Language, Information and Computation",,https://www.semanticscholar.org/paper/4500e01da3349999d9697983273d25b7fbb07f77,,Semantic Scholar,,,2,unknown,general,retrieval,,,,,unscreened,
P244B322092,Development of a liver disease–specific large language model chat interface using retrieval-augmented generation,Jin Ge; Steve Sun; Joseph F. Owens; Victor Galvez; Oksana Gologorskaya; Jennifer C. Lai; Mark J. Pletcher; Ki Lai,2024,Hepatology,10.1097/hep.0000000000000834,https://doi.org/10.1097/hep.0000000000000834,https://pmc.ncbi.nlm.nih.gov/articles/PMC11706764/pdf/nihms-2045726.pdf,OpenAlex,"BACKGROUND AND AIMS: Large language models (LLMs) have significant capabilities in clinical information processing tasks. Commercially available LLMs, however, are not optimized for clinical uses and are prone to generating hallucinatory information. Retrieval-augmented generation (RAG) is an enterprise architecture that allows the embedding of customized data into LLMs. This approach ""specializes"" the LLMs and is thought to reduce hallucinations. APPROACH AND RESULTS: We developed ""LiVersa,"" a liver disease-specific LLM, by using our institution's protected health information-complaint text embedding and LLM platform, ""Versa."" We conducted RAG on 30 publicly available American Association for the Study of Liver Diseases guidance documents to be incorporated into LiVersa. We evaluated LiVersa's performance by conducting 2 rounds of testing. First, we compared LiVersa's outputs versus those of trainees from a previously published knowledge assessment. LiVersa answered all 10 questions correctly. Second, we asked 15 hepatologists to evaluate the outputs of 10 hepatology topic questions generated by LiVersa, OpenAI's ChatGPT 4, and Meta's Large Language Model Meta AI 2. LiVersa's outputs were more accurate but were rated less comprehensive and safe compared to those of ChatGPT 4. RESULTS: We evaluated LiVersa's performance by conducting 2 rounds of testing. First, we compared LiVersa's outputs versus those of trainees from a previously published knowledge assessment. LiVersa answered all 10 questions correctly. Second, we asked 15 hepatologists to evaluate the outputs of 10 hepatology topic questions generated by LiVersa, OpenAI's ChatGPT 4, and Meta's Large Language Model Meta AI 2. LiVersa's outputs were more accurate but were rated less comprehensive and safe compared to those of ChatGPT 4. CONCLUSIONS: In this demonstration, we built disease-specific and protected health information-compliant LLMs using RAG. While LiVersa demonstrated higher accuracy in answering questions related to hepatology, there were some deficiencies due to limitations set by the number of documents used for RAG. LiVersa will likely require further refinement before potential live deployment. The LiVersa prototype, however, is a proof of concept for utilizing RAG to customize LLMs for clinical use cases.",,125,open,medical,retrieval; embedding; RAG; benchmark,,,Accuracy,,unscreened,
PDA7E47E5A2,DESIRE-ME: Domain-Enhanced Supervised Information REtrieval using Mixture-of-Experts,Pranav Kasela; Gabriella Pasi; Raffaele Perego; Nicola Tonellotto,2024,arXiv,10.1007/978-3-031-56060-6_8,http://arxiv.org/abs/2403.13468v1,https://arxiv.org/pdf/2403.13468v1,arXiv,"Open-domain question answering requires retrieval systems able to cope with the diverse and varied nature of questions, providing accurate answers across a broad spectrum of query types and topics. To deal with such topic heterogeneity through a unique model, we propose DESIRE-ME, a neural information retrieval model that leverages the Mixture-of-Experts framework to combine multiple specialized neural models. We rely on Wikipedia data to train an effective neural gating mechanism that classifies the incoming query and that weighs the predictions of the different domain-specific experts correspondingly. This allows DESIRE-ME to specialize adaptively in multiple domains. Through extensive experiments on publicly available datasets, we show that our proposal can effectively generalize domain-enhanced neural models. DESIRE-ME excels in handling open-domain questions adaptively, boosting by up to 12% in NDCG@10 and 22% in P@1, the underlying state-of-the-art dense retrieval model.",,,open,general,retrieval,,,nDCG,,unscreened,
P59A064F239,BordIRlines: A Dataset for Evaluating Cross-lingual Retrieval Augmented Generation,Bryan Li; Samar Haider; Fiona Luo; Adwait Agashe; Chris Callison-Burch,2024,,10.18653/v1/2024.wikinlp-1.3,https://doi.org/10.18653/v1/2024.wikinlp-1.3,https://aclanthology.org/2024.wikinlp-1.3.pdf,OpenAlex,"Large language models excel at creative generation but continue to struggle with the issues of hallucination and bias.While retrievalaugmented generation (RAG) provides a framework for grounding LLMs' responses in accurate and up-to-date information, it still raises the question of bias: which sources should be selected for inclusion in the context?And how should their importance be weighted?In this paper, we study the challenge of cross-lingual RAG and present a dataset to investigate the robustness of existing systems at answering queries about geopolitical disputes, which exist at the intersection of linguistic, cultural, and political boundaries.Our dataset is sourced from Wikipedia pages containing information relevant to the given queries and we investigate the impact of including additional context, as well as the composition of this context in terms of language and source, on an LLM's response.Our results show that existing RAG systems continue to be challenged by crosslingual use cases and suffer from a lack of consistency when they are provided with competing information in multiple languages.We present case studies to illustrate these issues and outline steps for future research to address these challenges.We make our dataset and code publicly available.",,2,open,general,retrieval; RAG; benchmark,,,,,unscreened,
P2A29A65F76,Beyond Benchmarks: Evaluating Embedding Model Similarity for Retrieval Augmented Generation Systems,Laura Caspari; Kanishka Ghosh Dastidar; Saber Zerhoudi; Jelena Mitrovic; Michael Granitzer,2024,IR-RAG@SIGIR 2024,,https://openreview.net/forum?id=N2RWiQNAda,https://ceur-ws.org/Vol-3784/short4.pdf,OpenReview,,,,open,general,retrieval; embedding; RAG; benchmark,,,,,unscreened,
P7E995CFF61,A Survey on Large Language Models with Multilingualism: Recent Advances and New Frontiers,"Kaiyu Huang; Fengran Mo; Zhang, Xinyu; Hongliang Li; You Li; Yuanchi Zhang; Wei-Jian Yi; Yulong Mao; Jinchen Liu; Yuzhuang Xu; Jinan Xu; Jian‐Yun Nie; Yang Liu",2024,arXiv (Cornell University),10.48550/arxiv.2405.10936,https://doi.org/10.48550/arxiv.2405.10936,https://arxiv.org/pdf/2405.10936,OpenAlex,"The rapid development of Large Language Models (LLMs) demonstrates remarkable multilingual capabilities in natural language processing, attracting global attention in both academia and industry. To mitigate potential discrimination and enhance the overall usability and accessibility for diverse language user groups, it is important for the development of language-fair technology. Despite the breakthroughs of LLMs, the investigation into the multilingual scenario remains insufficient, where a comprehensive survey to summarize recent approaches, developments, limitations, and potential solutions is desirable. To this end, we provide a survey with multiple perspectives on the utilization of LLMs in the multilingual scenario. We first rethink the transitions between previous and current research on pre-trained language models. Then we introduce several perspectives on the multilingualism of LLMs, including training and inference methods, information retrieval, model security, multi-domain with language culture, and usage of datasets. We also discuss the major challenges that arise in these aspects, along with possible solutions. Besides, we highlight future research directions that aim at further enhancing LLMs with multilingualism. The survey aims to help the research community address multilingual problems and provide a comprehensive understanding of the core concepts, key techniques, and latest developments in multilingual natural language processing based on LLMs.",,6,open,general,retrieval,,,,,unscreened,
PDAD7BDB5B0,"A Review on Large Language Models: Architectures, Applications, Taxonomies, Open Issues and Challenges",Mohaimenul Azam Khan Raiaan; Md. Saddam Hossain Mukta; Kaniz Fatema; Nur Mohammad Fahad; Sadman Sakib; Most. Marufatul Jannat Mim; Jubaer Ahmad; Mohammed Eunus Ali; Sami Azam,2024,IEEE Access,10.1109/access.2024.3365742,https://doi.org/10.1109/access.2024.3365742,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10433480.pdf,OpenAlex,"Large Language Models (LLMs) recently demonstrated extraordinary capability, including natural language processing (NLP), language translation, text generation, question answering, etc. Moreover, LLMs are a new and essential part of computerized language processing, having the ability to understand complex verbal patterns and generate coherent and appropriate replies for the situation. Though this success of LLMs has prompted a substantial increase in research contributions, rapid growth has made it difficult to understand the overall impact of these improvements. Since a lot of new research on LLMs is coming out quickly, it is getting tough to get an overview of all of them in a short note. Consequently, the research community would benefit from a short but thorough review of the recent changes in this area. This article thoroughly overviews LLMs, including their history, architectures, transformers, resources, training methods, applications, impacts, challenges, etc. This paper begins by discussing the fundamental concepts of LLMs with its traditional pipeline of the LLMs training phase. It then provides an overview of the existing works, the history of LLMs, their evolution over time, the architecture of transformers in LLMs, the different resources of LLMs, and the different training methods that have been used to train them. It also demonstrated the datasets utilized in the studies. After that, the paper discusses the wide range of applications of LLMs, including biomedical and healthcare, education, social, business, and agriculture. It also illustrates how LLMs create an impact on society and shape the future of AI and how they can be used to solve real-world problems. Then it also explores open issues and challenges to deploying LLMs in real-world scenario. Our review paper aims to help practitioners, researchers, and experts thoroughly understand the evolution of LLMs, pre-trained architectures, applications, challenges, and future goals.",,658,open,medical; history,,,,,,unscreened,
P0784863316,Visualising Third Culture Kids’ identity through language portraits: the case of Vietnamese sojourner children in Australia,Ha Thuy Dam,2023,Journal of Multilingual and Multicultural Development,10.1080/01434632.2023.2225488,https://doi.org/10.1080/01434632.2023.2225488,,Crossref,,,1,unknown,general,,,,,,unscreened,
PCB20FF9A93,VinaLLaMA: LLaMA-based Vietnamese Foundation Model,Quan Nguyen; Huy Pham; Dung Dao,2023,arXiv,,http://arxiv.org/abs/2312.11011v1,https://arxiv.org/pdf/2312.11011v1,arXiv,"In this technical report, we present VinaLLaMA, an open-weight, state-of-the-art (SOTA) Large Language Model for the Vietnamese language, built upon LLaMA-2 with an additional 800 billion trained tokens. VinaLLaMA not only demonstrates fluency in Vietnamese but also exhibits a profound understanding of Vietnamese culture, making it a truly indigenous model. VinaLLaMA-7B-chat, trained on 1 million high-quality synthetic samples, achieves SOTA results on key benchmarks, including VLSP, VMLU, and Vicuna Benchmark Vietnamese, marking a significant advancement in the Vietnamese AI landscape and offering a versatile resource for various applications.",,,open,general,benchmark,,,,,unscreened,
P08B5A1D224,Vietnamese Hate and Offensive Detection using PhoBERT-CNN and Social Media Streaming Data,Khanh Quoc Tran; An Trong Nguyen; Phu Gia Hoang; Canh Duc Luu; Trong-Hop Do; Kiet Van Nguyen,2023,Neural Comput. Appl. 2023,,https://openreview.net/forum?id=1QuStv6LBB,https://link.springer.com/content/pdf/10.1007/s00521-022-07745-w.pdf,OpenReview; arXiv,"Society needs to develop a system to detect hate and offense to build a healthy and safe environment. However, current research in this field still faces four major shortcomings, including deficient pre-processing techniques, indifference to data imbalance issues, modest performance models, and lacking practical applications. This paper focused on developing an intelligent system capable of addressing these shortcomings. Firstly, we proposed an efficient pre-processing technique to clean comments collected from Vietnamese social media. Secondly, a novel hate speech detection (HSD) model, which is the combination of a pre-trained PhoBERT model and a Text-CNN model, was proposed for solving tasks in Vietnamese. Thirdly, EDA techniques are applied to deal with imbalanced data to improve the performance of classification models. Besides, various experiments were conducted as baselines to compare and investigate the proposed model's performance against state-of-the-art methods. The experiment results show that the proposed PhoBERT-CNN model outperforms SOTA methods and achieves an F1-score of 67,46% and 98,45% on two benchmark datasets, ViHSD and HSD-VLSP, respectively. Finally, we also built a streaming HSD application to demonstrate the practicality of our proposed system.",,,open,general,benchmark,PhoBERT,,,,unscreened,
P7FE5CC278E,"ViGPTQA - State-of-the-Art LLMs for Vietnamese Question Answering: System Overview, Core Models Training, and Evaluations",Minh Thuan Nguyen; Khanh Tung Tran; Nhu Van Nguyen; Xuan-Son Vu,2023,,10.18653/v1/2023.emnlp-industry.70,https://doi.org/10.18653/v1/2023.emnlp-industry.70,https://aclanthology.org/2023.emnlp-industry.70.pdf,OpenAlex,International audience,,9,open,general,benchmark,,,,,unscreened,
P5FDD5E1EB5,ViCLEVR: a visual reasoning dataset and hybrid multimodal fusion model for visual question answering in Vietnamese,Khiem Vinh Tran; Hao Phu Phan; Kiet Van Nguyen; N. Nguyen,2023,Multimedia Systems,10.1007/s00530-024-01394-w,https://www.semanticscholar.org/paper/429ba1ebd501c93a1086b5d33e10c0ee802982b5,,Semantic Scholar,"In recent years, visual question answering (VQA) has gained significant attention for its diverse applications, including intelligent car assistance, aiding visually impaired individuals, and document image information retrieval using natural language queries. VQA requires effective integration of information from questions and images to generate accurate answers. Neural models for VQA have made remarkable progress on large-scale datasets, with a primary focus on resource-rich languages like English. To address this, we introduce the ViCLEVR dataset, a pioneering collection for evaluating various visual reasoning capabilities in Vietnamese while mitigating biases. The dataset comprises over 26,000 images and 30,000 question-answer pairs (QAs), each question annotated to specify the type of reasoning involved. Leveraging this dataset, we conduct a comprehensive analysis of contemporary visual reasoning systems, offering valuable insights into their strengths and limitations. Furthermore, we present PhoVIT, a comprehensive multimodal fusion that identifies objects in images based on questions. The architecture effectively employs transformers to enable simultaneous reasoning over textual and visual data, merging both modalities at an early model stage. The experimental findings demonstrate that our proposed model achieves state-of-the-art performance across four evaluation metrics.",,18,unknown,general,retrieval; benchmark,,,,,unscreened,
PFFBF626A2A,The effectiveness of Collaborative Online International Learning (COIL) on intercultural competence development in higher education,Simone Hackett; Jeroen Janssen; Pamela Beach; Melanie Perreault; Jos Beelen; Jan van Tartwijk,2023,International Journal of Educational Technology in Higher Education,10.1186/s41239-022-00373-3,https://doi.org/10.1186/s41239-022-00373-3,https://educationaltechnologyjournal.springeropen.com/counter/pdf/10.1186/s41239-022-00373-3,OpenAlex,"In this study we measured the effect of COIL on intercultural competence development using a quasi-experimental design. Our sample consisted of 108 undergraduate students from two universities, one located in the Netherlands (NL) and one in the United States (US). Students' self-reported intercultural competence was measured using a pre-post survey which included the Cultural Intelligence Scale (CQS) and Multicultural Personality Questionnaire (MPQ). Qualitative data were collected to complement our quantitative findings and to give a deeper insight into the student experience. The data showed a significantly bigger increase in intercultural competence for the US experimental group compared to the US control group, supporting our hypothesis that COIL develops intercultural competence. This difference was not observed for the NL students, possibly due to the NL control group being exposed to other international input during the course. Supplementary Information: The online version contains supplementary material available at 10.1186/s41239-022-00373-3.",,178,open,general,,,,,,unscreened,
P1832272578,The Elements of Visual Art Recommendation,Bereket Abera Yilma; Luis A. Leiva,2023,,10.1145/3544548.3581477,https://doi.org/10.1145/3544548.3581477,https://dl.acm.org/doi/pdf/10.1145/3544548.3581477,OpenAlex,"Artwork recommendation is challenging because it requires understanding how users interact with highly subjective content, the complexity of the concepts embedded within the artwork, and the emotional and cognitive reflections they may trigger in users. In this paper, we focus on efficiently capturing the elements (i.e., latent semantic relationships) of visual art for personalized recommendation. We propose and study recommender systems based on textual and visual feature learning techniques, as well as their combinations. We then perform a small-scale and a large-scale user-centric evaluation of the quality of the recommendations. Our results indicate that textual features compare favourably with visual ones, whereas a fusion of both captures the most suitable hidden semantic relationships for artwork recommendation. Ultimately, this paper contributes to our understanding of how to deliver content that suitably matches the user’s interests and how they are perceived.",,18,open,general,benchmark,,,,,unscreened,
PD380F5830E,Survey of Explainable AI Techniques in Healthcare,Ahmad Chaddad; Jihao Peng; Jian Xu; Ahmed Bouridane,2023,Sensors,10.3390/s23020634,https://doi.org/10.3390/s23020634,https://www.mdpi.com/1424-8220/23/2/634/pdf?version=1672988781,OpenAlex,"Artificial intelligence (AI) with deep learning models has been widely applied in numerous domains, including medical imaging and healthcare tasks. In the medical field, any judgment or decision is fraught with risk. A doctor will carefully judge whether a patient is sick before forming a reasonable explanation based on the patient's symptoms and/or an examination. Therefore, to be a viable and accepted tool, AI needs to mimic human judgment and interpretation skills. Specifically, explainable AI (XAI) aims to explain the information behind the black-box model of deep learning that reveals how the decisions are made. This paper provides a survey of the most recent XAI techniques used in healthcare and related medical imaging applications. We summarize and categorize the XAI types, and highlight the algorithms used to increase interpretability in medical imaging topics. In addition, we focus on the challenging XAI problems in medical applications and provide guidelines to develop better interpretations of deep learning models using XAI concepts in medical image and text analysis. Furthermore, this survey provides future directions to guide developers and researchers for future prospective investigations on clinical topics, particularly on applications with medical imaging.",,516,open,medical,,,,,,unscreened,
PE5731F9B33,RankCSE: Unsupervised Sentence Representations Learning via Learning to Rank,Jiduan Liu; Jiahao Liu; Qifan Wang; Jingang Wang; Wei Wu; Yunsen Xian; Dongyan Zhao; Kai Chen; Rui Yan,2023,,10.18653/v1/2023.acl-long.771,https://doi.org/10.18653/v1/2023.acl-long.771,https://aclanthology.org/2023.acl-long.771.pdf,OpenAlex,"Jiduan Liu, Jiahao Liu, Qifan Wang, Jingang Wang, Wei Wu, Yunsen Xian, Dongyan Zhao, Kai Chen, Rui Yan. Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers). 2023.",,30,open,general,embedding,,,,,unscreened,
P23DD4EB0D1,Raising the Bar for Language Equity Health Care Research,Pilar Ortega; Mónica B. Vela; Elizabeth A. Jacobs,2023,JAMA Network Open,10.1001/jamanetworkopen.2023.24485,https://doi.org/10.1001/jamanetworkopen.2023.24485,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2807144/ortega_2023_ed_230007_1688156430.32843.pdf,OpenAlex,"Hyundeok Joo, MD; Alicia Fernández, MD; Elizabeth C. Wick, MD; Gala Moreno Lepe, MD; Solmaz P. Manuel, MD",,33,open,medical,,,,,,unscreened,
PD255B14669,Practical and ethical challenges of large language models in education: A systematic scoping review,Lixiang Yan; Lele Sha; Linxuan Zhao; Yuheng Li; Roberto Martínez‐Maldonado; Guanliang Chen; Xinyu Li; Yueqiao Jin; Dragan Gašević,2023,British Journal of Educational Technology,10.1111/bjet.13370,https://doi.org/10.1111/bjet.13370,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bjet.13370,OpenAlex,"Abstract Educational technology innovations leveraging large language models (LLMs) have shown the potential to automate the laborious process of generating and analysing textual content. While various innovations have been developed to automate a range of educational tasks (eg, question generation, feedback provision, and essay grading), there are concerns regarding the practicality and ethicality of these innovations. Such concerns may hinder future research and the adoption of LLMs‐based innovations in authentic educational contexts. To address this, we conducted a systematic scoping review of 118 peer‐reviewed papers published since 2017 to pinpoint the current state of research on using LLMs to automate and support educational tasks. The findings revealed 53 use cases for LLMs in automating education tasks, categorised into nine main categories: profiling/labelling, detection, grading, teaching support, prediction, knowledge representation, feedback, content generation, and recommendation. Additionally, we also identified several practical and ethical challenges, including low technological readiness, lack of replicability and transparency and insufficient privacy and beneficence considerations. The findings were summarised into three recommendations for future studies, including updating existing innovations with state‐of‐the‐art models (eg, GPT‐3/4), embracing the initiative of open‐sourcing models/systems, and adopting a human‐centred approach throughout the developmental process. As the intersection of AI and education is continuously evolving, the findings of this study can serve as an essential reference point for researchers, allowing them to leverage the strengths, learn from the limitations, and uncover potential research opportunities enabled by ChatGPT and other generative AI models. Practitioner notes What is currently known about this topic Generating and analysing text‐based content are time‐consuming and laborious tasks. Large language models are capable of efficiently analysing an unprecedented amount of textual content and completing complex natural language processing and generation tasks. Large language models have been increasingly used to develop educational technologies that aim to automate the generation and analysis of textual content, such as automated question generation and essay scoring. What this paper adds A comprehensive list of different educational tasks that could potentially benefit from LLMs‐based innovations through automation. A structured assessment of the practicality and ethicality of existing LLMs‐based innovations from seven important aspects using established frameworks. Three recommendations that could potentially support future studies to develop LLMs‐based innovations that are practical and ethical to implement in authentic educational contexts. Implications for practice and/or policy Updating existing innovations with state‐of‐the‐art models may further reduce the amount of manual effort required for adapting existing models to different educational tasks. The reporting standards of empirical research that aims to develop educational technologies using large language models need to be improved. Adopting a human‐centred approach throughout the developmental process could contribute to resolving the practical and ethical challenges of large language models in education.",,644,open,general,,,,,,unscreened,
P147BB7FBD8,Plastic pollution and the open burning of plastic wastes,Gauri Pathak; Mark Nichter; Anita Hardon; Eileen Moyer; Aarti Latkar; Joseph Simbaya; Diana Teresa Pakasi; Efenita Taqueban; Jessica Love,2023,Global Environmental Change,10.1016/j.gloenvcha.2023.102648,https://doi.org/10.1016/j.gloenvcha.2023.102648,,OpenAlex,"The open burning of plastic wastes is a practice that is highly prevalent across the globe, toxic to human and environmental health, and a critical—but often overlooked—aspect of plastic pollution. Most of the countries where such burning is widespread have laws and policies in place against it; open burning continues nevertheless. In this article, using data from ethnographic fieldwork in urban and rural sites in India, Indonesia, the Philippines, and Zambia, we examine local practices of open burning and investigate why regulations to tackle it have proven largely ineffective. Adopting a harm reduction approach, we then suggest preliminary measures to mitigate the health risks of open burning by targeting those plastics and packaging types that are most toxic when burned. © 2023 The Author(s)",,201,unknown,medical,,,,,,unscreened,
PC4888CD133,Personalized Search Via Neural Contextual Semantic Relevance Ranking,Deguang Kong; Daniel Zhou; Zhiheng Huang; Steph Sigalas,2023,arXiv,,http://arxiv.org/abs/2309.05113v1,https://arxiv.org/pdf/2309.05113v1,arXiv,"Existing neural relevance models do not give enough consideration for query and item context information which diversifies the search results to adapt for personal preference. To bridge this gap, this paper presents a neural learning framework to personalize document ranking results by leveraging the signals to capture how the document fits into users' context. In particular, it models the relationships between document content and user query context using both lexical representations and semantic embeddings such that the user's intent can be better understood by data enrichment of personalized query context information. Extensive experiments performed on the search dataset, demonstrate the effectiveness of the proposed method.",,,open,general,retrieval; embedding,,,,,unscreened,
P02BB2246F5,"OpenViVQA: Task, Dataset, and Multimodal Fusion Models for Visual Question Answering in Vietnamese",Nghia Hieu Nguyen; Duong T. D. Vo; Kiet Van Nguyen; Ngan Luu-Thuy Nguyen,2023,Information Fusion,10.1016/j.inffus.2023.101868,https://www.semanticscholar.org/paper/ef04d586d16e061244545caeca2975031df8f702,https://arxiv.org/pdf/2305.04183,OpenAlex; Semantic Scholar,"In recent years, visual question answering (VQA) has attracted attention from the research community because of its highly potential applications (such as virtual assistance on intelligent cars, assistant devices for blind people, or information retrieval from document images using natural language as queries) and challenge. The VQA task requires methods that have the ability to fuse the information from questions and images to produce appropriate answers. Neural visual question answering models have achieved tremendous growth on large-scale datasets which are mostly for resource-rich languages such as English. However, available datasets narrow the VQA task as the answers selection task or answer classification task. We argue that this form of VQA is far from human ability and eliminates the challenge of the answering aspect in the VQA task by just selecting answers rather than generating them. In this paper, we introduce the OpenViVQA (Open-domain Vietnamese Visual Question Answering) dataset, the first large-scale dataset for VQA with open-ended answers in Vietnamese, consists of 11,000+ images associated with 37,000+ question-answer pairs (QAs). Moreover, we proposed FST, QuMLAG, and MLPAG which fuse information from images and answers, then use these fused features to construct answers as humans iteratively. Our proposed methods achieve results that are competitive with SOTA models such as SAAA, MCAN, LORA, and M4C. The dataset is available to encourage the research community to develop more generalized algorithms including transformers for low-resource languages such as Vietnamese.",,32,open,general,retrieval,,,,,unscreened,
